File,Number,Offset,Japanese,English,Centering,References,width,height,lineheight
bvm_decmp/m/108/after.bvmc,0x11,0xfb,"我々は職人の集まりにすぎん。
この事態を収拾するには、
軍隊が必要だ。","We're nothing but a gathering of craftsmen. In order to cope with this state of affairs, you'd need an army.",0x0,0x1 0x112 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x12,0x142,バルフォー＿怒った顔,,0x0,0x0 0x2 0x117 0x734,196,42,14
bvm_decmp/m/108/after.bvmc,0x13,0x157,バルフォー,,0x0,0x0 0xa 0x11d 0x2de 0x439 0x448 0x450 0x4ef 0x4f7 0x61e 0x73a 0x7d8,196,42,14
bvm_decmp/m/108/after.bvmc,0x14,0x162,"世界中に通達し、
連合軍を組織するしかない。",We've no choice but to notify the outside world and organise an alliance.,0x0,0x0 0x1 0x120,196,42,14
bvm_decmp/m/108/after.bvmc,0x15,0x18f,アンジェリカ＿ちょっとした驚き,,0x0,0x0 0x2 0x12f 0x569,196,42,14
bvm_decmp/m/108/after.bvmc,0x16,0x1ae,アンジェリカ,,0x0,0x0 0x9 0x135 0x2cf 0x4b6 0x56f 0x577 0x586 0x5d7 0x668 0x67c,196,42,14
bvm_decmp/m/108/after.bvmc,0x17,0x1bb,"……ですが連合軍でも
勝てるでしょうか？","...But even if we were to form an alliance, could we win?",0x0,0x0 0x1 0x138,196,42,14
bvm_decmp/m/108/after.bvmc,0x18,0x1e4,ドラン＿思案中,,0x0,0x0 0x3 0x13e 0x249 0x459,196,42,14
bvm_decmp/m/108/after.bvmc,0xc,0x90,ドラン,,0x0,0x8 0xfe 0x144 0x24f 0x26e 0x384 0x45f 0x601 0x845 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x19,0x1f3,…………。,…,0x6 0x2 0x148 0x14d 0x2 0x163 0x168 0x2 0x253 0x258 0x2 0x308 0x30d 0x2 0x59a 0x59f 0x2 0x5dc 0x5e1,0x0 0x7 0x146 0x161 0x251 0x306 0x598 0x5da 0x66b,196,42,14
bvm_decmp/m/108/after.bvmc,0x1a,0x1fe,フランバード＿思案中,,0x0,0x0 0x1 0x158,196,42,14
bvm_decmp/m/108/after.bvmc,0x1b,0x213,フランバード,,0x0,0x0 0x5 0x15e 0x1fa 0x296 0x47b 0x60f,196,42,14
bvm_decmp/m/108/after.bvmc,0x19,0x1f3,…………。,…,0x6 0x2 0x148 0x14d 0x2 0x163 0x168 0x2 0x253 0x258 0x2 0x308 0x30d 0x2 0x59a 0x59f 0x2 0x5dc 0x5e1,0x0 0x7 0x146 0x161 0x251 0x306 0x598 0x5da 0x66b,196,42,14
bvm_decmp/m/108/after.bvmc,0x1c,0x220,モクヨウ＿冷静な顔,,0x0,0x0 0x8 0x178 0x195 0x1c2 0x20f 0x49c 0x517 0x5b3 0x653,196,42,14
bvm_decmp/m/108/after.bvmc,0x1d,0x233,モクヨウ,,0x0,0x0 0x12 0x17e 0x19b 0x1aa 0x1c8 0x215 0x36d 0x375 0x493 0x4a2 0x4e0 0x506 0x50e 0x51d 0x525 0x5b9 0x5c8 0x659 0x853,196,42,14
bvm_decmp/m/108/after.bvmc,0x1e,0x23c,"ちょっと待って。
事態の収拾を放棄するの？","Wait a second.
You can't be giving up hope now?",0x0,0x0 0x1 0x181,196,42,14
bvm_decmp/m/108/after.bvmc,0x1f,0x267,コフー＿怒って叫ぶ,,0x0,0x0 0x1 0x187,196,42,14
bvm_decmp/m/108/after.bvmc,0xf,0xc7,コフー,,0x0,0x10 0x10a 0x110 0x18d 0x229 0x27c 0x304 0x317 0x325 0x416 0x41d 0x881 0x888 0x88f 0x896 0x89d 0x8a4 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x20,0x27a,"我々は
軍隊ではないんだ。",We are not an army.,0x0,0x0 0x1 0x18f,196,42,14
bvm_decmp/m/108/after.bvmc,0x1c,0x220,モクヨウ＿冷静な顔,,0x0,0x0 0x8 0x178 0x195 0x1c2 0x20f 0x49c 0x517 0x5b3 0x653,196,42,14
bvm_decmp/m/108/after.bvmc,0x1d,0x233,モクヨウ,,0x0,0x0 0x12 0x17e 0x19b 0x1aa 0x1c8 0x215 0x36d 0x375 0x493 0x4a2 0x4e0 0x506 0x50e 0x51d 0x525 0x5b9 0x5c8 0x659 0x853,196,42,14
bvm_decmp/m/108/after.bvmc,0x21,0x295,"そう。
我々は工房。
人形を作るしかできない。","Right. We're workshops.
We can't do anything but make mechs.",0x0,0x0 0x1 0x19e,196,42,14
bvm_decmp/m/108/after.bvmc,0x22,0x2c4,モクヨウ＿叱る,,0x0,0x0 0x2 0x1a4 0x5c2,196,42,14
bvm_decmp/m/108/after.bvmc,0x1d,0x233,モクヨウ,,0x0,0x0 0x12 0x17e 0x19b 0x1aa 0x1c8 0x215 0x36d 0x375 0x493 0x4a2 0x4e0 0x506 0x50e 0x51d 0x525 0x5b9 0x5c8 0x659 0x853,196,42,14
bvm_decmp/m/108/after.bvmc,0x23,0x2d3,"だからこそ、
できることをしなければ。","That's why, we must do what we can.",0x0,0x0 0x1 0x1ad,196,42,14
bvm_decmp/m/108/after.bvmc,0x24,0x2fa,オーギュスト＿ちょっとした驚き,,0x0,0x0 0x2 0x1b3 0x4cb,196,42,14
bvm_decmp/m/108/after.bvmc,0x25,0x319,オーギュスト,,0x0,0x0 0x18 0x1b9 0x3a1 0x3f8 0x407 0x4d1 0x542 0x54a 0x552 0x595 0x5f2 0x68b 0x69a 0x71d 0x749 0x751 0x787 0x78f 0x7e7 0x82f 0x837 0x862 0x86a 0x872 0x8cf,196,42,14
bvm_decmp/m/108/after.bvmc,0x26,0x326,どういうことだ？,What are you trying to say?,0x0,0x0 0x1 0x1bc,196,42,14
bvm_decmp/m/108/after.bvmc,0x1c,0x220,モクヨウ＿冷静な顔,,0x0,0x0 0x8 0x178 0x195 0x1c2 0x20f 0x49c 0x517 0x5b3 0x653,196,42,14
bvm_decmp/m/108/after.bvmc,0x1d,0x233,モクヨウ,,0x0,0x0 0x12 0x17e 0x19b 0x1aa 0x1c8 0x215 0x36d 0x375 0x493 0x4a2 0x4e0 0x506 0x50e 0x51d 0x525 0x5b9 0x5c8 0x659 0x853,196,42,14
bvm_decmp/m/108/after.bvmc,0x27,0x337,"人形王に勝てる人形を
作りましょう。
我々八工房の力を結集して。","Let's make a mech that can defeat the Mech King.
We'll combine the power of all eight workshops.",0x0,0x0 0x1 0x1cb,196,42,14
bvm_decmp/m/108/after.bvmc,0x28,0x378,サイゾウ＿驚き,,0x0,0x0 0x2 0x1da 0x706,196,42,14
bvm_decmp/m/108/after.bvmc,0x29,0x387,サイゾウ,,0x0,0x0 0x4 0x1e0 0x2c0 0x62d 0x70e,196,42,14
bvm_decmp/m/108/after.bvmc,0x2a,0x390,！,!,0x0,0x0 0x1 0x1e3,196,42,14
bvm_decmp/m/108/after.bvmc,0x2b,0x393,フランバード＿ちょっとした驚き,,0x0,0x0 0x1 0x1f4,196,42,14
bvm_decmp/m/108/after.bvmc,0x1b,0x213,フランバード,,0x0,0x0 0x5 0x15e 0x1fa 0x296 0x47b 0x60f,196,42,14
bvm_decmp/m/108/after.bvmc,0x2c,0x3b2,！！,!!,0x1 0x2 0x1ff 0x204,0x0 0x1 0x1fd,196,42,14
bvm_decmp/m/108/after.bvmc,0x1c,0x220,モクヨウ＿冷静な顔,,0x0,0x0 0x8 0x178 0x195 0x1c2 0x20f 0x49c 0x517 0x5b3 0x653,196,42,14
bvm_decmp/m/108/after.bvmc,0x1d,0x233,モクヨウ,,0x0,0x0 0x12 0x17e 0x19b 0x1aa 0x1c8 0x215 0x36d 0x375 0x493 0x4a2 0x4e0 0x506 0x50e 0x51d 0x525 0x5b9 0x5c8 0x659 0x853,196,42,14
bvm_decmp/m/108/after.bvmc,0x2d,0x3b7,"たった一つの人形に
すべての技術を注ぎ込む。
最強最後の人形を作るのよ。","If we concentrate all of our techniques into one single being, we can create the ultimate mech.",0x0,0x0 0x1 0x218,196,42,14
bvm_decmp/m/108/after.bvmc,0x2e,0x400,コフー＿ちょっとした驚き,,0x0,0x0 0x2 0x223 0x276,196,42,14
bvm_decmp/m/108/after.bvmc,0xf,0xc7,コフー,,0x0,0x10 0x10a 0x110 0x18d 0x229 0x27c 0x304 0x317 0x325 0x416 0x41d 0x881 0x888 0x88f 0x896 0x89d 0x8a4 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x2f,0x419,"しかし前例がない。
うまくいくとは限らんぞ。",But we've never tried anything like this before. It'll never go that smoothly.,0x0,0x0 0x1 0x22b,196,42,14
bvm_decmp/m/108/after.bvmc,0x30,0x446,ネストラ＿思案中,,0x0,0x0 0x2 0x231 0x341,196,42,14
bvm_decmp/m/108/after.bvmc,0x31,0x457,ネストラ,,0x0,0x0 0xa 0x237 0x2a5 0x338 0x347 0x356 0x35e 0x392 0x64a 0x79e 0x8b2,196,42,14
bvm_decmp/m/108/after.bvmc,0x32,0x460,"すべての技術を合わせる……。
口でいうほど、簡単ではないよ。","Combining all our techniques...
That's easier said than done.",0x0,0x0 0x1 0x23a,196,42,14
bvm_decmp/m/108/after.bvmc,0x18,0x1e4,ドラン＿思案中,,0x0,0x0 0x3 0x13e 0x249 0x459,196,42,14
bvm_decmp/m/108/after.bvmc,0xc,0x90,ドラン,,0x0,0x8 0xfe 0x144 0x24f 0x26e 0x384 0x45f 0x601 0x845 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x19,0x1f3,…………。,…,0x6 0x2 0x148 0x14d 0x2 0x163 0x168 0x2 0x253 0x258 0x2 0x308 0x30d 0x2 0x59a 0x59f 0x2 0x5dc 0x5e1,0x0 0x7 0x146 0x161 0x251 0x306 0x598 0x5da 0x66b,196,42,14
bvm_decmp/m/108/after.bvmc,0x33,0x49d,ドラン＿冷静な顔,,0x0,0x0 0x3 0x268 0x37e 0x5fb,196,42,14
bvm_decmp/m/108/after.bvmc,0xc,0x90,ドラン,,0x0,0x8 0xfe 0x144 0x24f 0x26e 0x384 0x45f 0x601 0x845 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x34,0x4ae,わしは賛成だ。,I'm in favour of it.,0x0,0x0 0x1 0x270,196,42,14
bvm_decmp/m/108/after.bvmc,0x2e,0x400,コフー＿ちょっとした驚き,,0x0,0x0 0x2 0x223 0x276,196,42,14
bvm_decmp/m/108/after.bvmc,0xf,0xc7,コフー,,0x0,0x10 0x10a 0x110 0x18d 0x229 0x27c 0x304 0x317 0x325 0x416 0x41d 0x881 0x888 0x88f 0x896 0x89d 0x8a4 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x35,0x4bd,！？,!?,0x3 0x2 0x280 0x285 0x2 0x2aa 0x2af 0x2 0x4bb 0x4c0,0x0 0x3 0x27e 0x2a8 0x4b9,196,42,14
bvm_decmp/m/108/after.bvmc,0x36,0x4c2,フランバード＿基本姿勢,,0x0,0x0 0x3 0x290 0x475 0x609,196,42,14
bvm_decmp/m/108/after.bvmc,0x1b,0x213,フランバード,,0x0,0x0 0x5 0x15e 0x1fa 0x296 0x47b 0x60f,196,42,14
bvm_decmp/m/108/after.bvmc,0x37,0x4d9,"役にたつかはわからんが……
全力を尽くそう。","I don't know what I can really do to help, but...
I'll give it everything I've got.",0x0,0x0 0x1 0x299,196,42,14
bvm_decmp/m/108/after.bvmc,0x38,0x506,ネストラ＿ちょっとした驚き,,0x0,0x0 0x3 0x29f 0x798 0x8ac,196,42,14
bvm_decmp/m/108/after.bvmc,0x31,0x457,ネストラ,,0x0,0x0 0xa 0x237 0x2a5 0x338 0x347 0x356 0x35e 0x392 0x64a 0x79e 0x8b2,196,42,14
bvm_decmp/m/108/after.bvmc,0x35,0x4bd,！？,!?,0x3 0x2 0x280 0x285 0x2 0x2aa 0x2af 0x2 0x4bb 0x4c0,0x0 0x3 0x27e 0x2a8 0x4b9,196,42,14
bvm_decmp/m/108/after.bvmc,0x39,0x521,サイゾウ＿基本姿勢,,0x0,0x0 0x2 0x2ba 0x627,196,42,14
bvm_decmp/m/108/after.bvmc,0x29,0x387,サイゾウ,,0x0,0x0 0x4 0x1e0 0x2c0 0x62d 0x70e,196,42,14
bvm_decmp/m/108/after.bvmc,0x3a,0x534,"何もしないわけには
いくまい。",I'm not going to sit by and do nothing.,0x0,0x0 0x1 0x2c3,196,42,14
bvm_decmp/m/108/after.bvmc,0x3b,0x553,アンジェリカ＿基本姿勢,,0x0,0x0 0x1 0x2c9,196,42,14
bvm_decmp/m/108/after.bvmc,0x16,0x1ae,アンジェリカ,,0x0,0x0 0x9 0x135 0x2cf 0x4b6 0x56f 0x577 0x586 0x5d7 0x668 0x67c,196,42,14
bvm_decmp/m/108/after.bvmc,0x3c,0x56a,私もやります。,I second that.,0x0,0x0 0x1 0x2d2,196,42,14
bvm_decmp/m/108/after.bvmc,0x3d,0x579,バルフォー＿基本姿勢,,0x0,0x0 0x1 0x2d8,196,42,14
bvm_decmp/m/108/after.bvmc,0x13,0x157,バルフォー,,0x0,0x0 0xa 0x11d 0x2de 0x439 0x448 0x450 0x4ef 0x4f7 0x61e 0x73a 0x7d8,196,42,14
bvm_decmp/m/108/after.bvmc,0x3e,0x58e,微力ですが……。,"We don't have a lot of manpower, but...",0x0,0x0 0x1 0x2e1,196,42,14
bvm_decmp/m/108/after.bvmc,0x3f,0x59f,ポー博士＿嬉しそう,,0x0,0x0 0x1 0x2e7,196,42,14
bvm_decmp/m/108/after.bvmc,0x9,0x63,ポー博士,,0x0,0x9 0xf2 0x2ed 0x46d 0x534 0x63c 0x72c 0x772 0x779 0x8c1 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x40,0x5b2,腕がなりますよ。,We have our skills.,0x0,0x0 0x1 0x2ef,196,42,14
bvm_decmp/m/108/after.bvmc,0x41,0x5c3,コフー＿思案中,,0x0,0x0 0x1 0x2fe,196,42,14
bvm_decmp/m/108/after.bvmc,0xf,0xc7,コフー,,0x0,0x10 0x10a 0x110 0x18d 0x229 0x27c 0x304 0x317 0x325 0x416 0x41d 0x881 0x888 0x88f 0x896 0x89d 0x8a4 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x19,0x1f3,…………。,…,0x6 0x2 0x148 0x14d 0x2 0x163 0x168 0x2 0x253 0x258 0x2 0x308 0x30d 0x2 0x59a 0x59f 0x2 0x5dc 0x5e1,0x0 0x7 0x146 0x161 0x251 0x306 0x598 0x5da 0x66b,196,42,14
bvm_decmp/m/108/after.bvmc,0xf,0xc7,コフー,,0x0,0x10 0x10a 0x110 0x18d 0x229 0x27c 0x304 0x317 0x325 0x416 0x41d 0x881 0x888 0x88f 0x896 0x89d 0x8a4 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x42,0x5d2,引退を考えていたが……,And here I was thinking of retiring...,0x0,0x0 0x1 0x319,196,42,14
bvm_decmp/m/108/after.bvmc,0x43,0x5e9,コフー＿冷静な顔,,0x0,0x0 0x3 0x31f 0x410 0x87b,196,42,14
bvm_decmp/m/108/after.bvmc,0xf,0xc7,コフー,,0x0,0x10 0x10a 0x110 0x18d 0x229 0x27c 0x304 0x317 0x325 0x416 0x41d 0x881 0x888 0x88f 0x896 0x89d 0x8a4 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x44,0x5fa,"どうやら、
これがワシの最後の仕事に
なりそうだな。",It appears that I have one last job to do.,0x0,0x0 0x1 0x327,196,42,14
bvm_decmp/m/108/after.bvmc,0x45,0x62f,ネストラ＿微笑,,0x0,0x0 0x1 0x332,196,42,14
bvm_decmp/m/108/after.bvmc,0x31,0x457,ネストラ,,0x0,0x0 0xa 0x237 0x2a5 0x338 0x347 0x356 0x35e 0x392 0x64a 0x79e 0x8b2,196,42,14
bvm_decmp/m/108/after.bvmc,0x46,0x63e,……しかたないな。,...Guess I don't have a choice.,0x0,0x0 0x1 0x33b,196,42,14
bvm_decmp/m/108/after.bvmc,0x30,0x446,ネストラ＿思案中,,0x0,0x0 0x2 0x231 0x341,196,42,14
bvm_decmp/m/108/after.bvmc,0x31,0x457,ネストラ,,0x0,0x0 0xa 0x237 0x2a5 0x338 0x347 0x356 0x35e 0x392 0x64a 0x79e 0x8b2,196,42,14
bvm_decmp/m/108/after.bvmc,0x47,0x651,"ですが、どのように
技術を融合させれば
いいのか……？","But, how are we supposed to unite our techniques...?",0x0,0x0 0x1 0x34a,196,42,14
bvm_decmp/m/108/after.bvmc,0x48,0x688,ネストラ＿困った顔,,0x0,0x0 0x1 0x350,196,42,14
bvm_decmp/m/108/after.bvmc,0x31,0x457,ネストラ,,0x0,0x0 0xa 0x237 0x2a5 0x338 0x347 0x356 0x35e 0x392 0x64a 0x79e 0x8b2,196,42,14
bvm_decmp/m/108/after.bvmc,0x49,0x69b,"何でもできる、という人形は、
すでに作ってみました。
結果は失敗です。",I've already tried making a mech that can do everything. The end result was a complete failure.,0x0,0x0 0x1 0x359,196,42,14
bvm_decmp/m/108/after.bvmc,0x31,0x457,ネストラ,,0x0,0x0 0xa 0x237 0x2a5 0x338 0x347 0x356 0x35e 0x392 0x64a 0x79e 0x8b2,196,42,14
bvm_decmp/m/108/after.bvmc,0x4a,0x6e2,"このままだと
複合銃士の二の舞に
なるのでは……。","At this rate, it'll be the Multi-Gunslinger all over again...",0x0,0x0 0x1 0x361,196,42,14
bvm_decmp/m/108/after.bvmc,0x4b,0x715,モクヨウ＿基本姿勢,,0x0,0x0 0x1 0x367,196,42,14
bvm_decmp/m/108/after.bvmc,0x1d,0x233,モクヨウ,,0x0,0x0 0x12 0x17e 0x19b 0x1aa 0x1c8 0x215 0x36d 0x375 0x493 0x4a2 0x4e0 0x506 0x50e 0x51d 0x525 0x5b9 0x5c8 0x659 0x853,196,42,14
bvm_decmp/m/108/after.bvmc,0x4c,0x728,わかってる。,I've got it.,0x0,0x0 0x1 0x370,196,42,14
bvm_decmp/m/108/after.bvmc,0x1d,0x233,モクヨウ,,0x0,0x0 0x12 0x17e 0x19b 0x1aa 0x1c8 0x215 0x36d 0x375 0x493 0x4a2 0x4e0 0x506 0x50e 0x51d 0x525 0x5b9 0x5c8 0x659 0x853,196,42,14
bvm_decmp/m/108/after.bvmc,0x4d,0x735,"たった１つの機能に絞り、
極限の技を目指す。
そうすべきよ。","Focus on one feature, and develop it to be the best it can be. That's what we should do.",0x0,0x0 0x1 0x378,196,42,14
bvm_decmp/m/108/after.bvmc,0x33,0x49d,ドラン＿冷静な顔,,0x0,0x0 0x3 0x268 0x37e 0x5fb,196,42,14
bvm_decmp/m/108/after.bvmc,0xc,0x90,ドラン,,0x0,0x8 0xfe 0x144 0x24f 0x26e 0x384 0x45f 0x601 0x845 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x4e,0x772,それがいいだろうな。,That's a good idea.,0x0,0x0 0x1 0x386,196,42,14
bvm_decmp/m/108/after.bvmc,0x4f,0x787,ネストラ＿基本姿勢,,0x0,0x0 0x1 0x38c,196,42,14
bvm_decmp/m/108/after.bvmc,0x31,0x457,ネストラ,,0x0,0x0 0xa 0x237 0x2a5 0x338 0x347 0x356 0x35e 0x392 0x64a 0x79e 0x8b2,196,42,14
bvm_decmp/m/108/after.bvmc,0x50,0x79a,賛成です。,I agree.,0x0,0x0 0x1 0x395,196,42,14
bvm_decmp/m/108/after.bvmc,0x51,0x7a5,オーギュスト＿基本姿勢,,0x0,0x0 0x8 0x39b 0x58f 0x5ec 0x717 0x743 0x7e1 0x823 0x8c9,196,42,14
bvm_decmp/m/108/after.bvmc,0x25,0x319,オーギュスト,,0x0,0x0 0x18 0x1b9 0x3a1 0x3f8 0x407 0x4d1 0x542 0x54a 0x552 0x595 0x5f2 0x68b 0x69a 0x71d 0x749 0x751 0x787 0x78f 0x7e7 0x82f 0x837 0x862 0x86a 0x872 0x8cf,196,42,14
bvm_decmp/m/108/after.bvmc,0x52,0x7bc,では、極めるべき機能だが……。,"But, we will have to decide on which feature...",0x0,0x0 0x1 0x3a4,196,42,14
bvm_decmp/m/108/after.bvmc,0x53,0x7db,十文字＿基本姿勢,,0x0,0x0 0x1 0x3c0,196,42,14
bvm_decmp/m/108/after.bvmc,0x54,0x7ec,十文字,,0x0,0x0 0x3 0x3d2 0x3e1 0x3e9,196,42,14
bvm_decmp/m/108/after.bvmc,0x55,0x7f3,どうやら、出番だな。,It seems it's my turn to step in.,0x0,0x0 0x1 0x3d5,196,42,14
bvm_decmp/m/108/after.bvmc,0x56,0x808,十文字＿冷静な顔,,0x0,0x0 0x1 0x3db,196,42,14
bvm_decmp/m/108/after.bvmc,0x54,0x7ec,十文字,,0x0,0x0 0x3 0x3d2 0x3e1 0x3e9,196,42,14
bvm_decmp/m/108/after.bvmc,0x57,0x819,極限を目指すは剣技。,What we should aspire to is the ultimate swordsmanship.,0x0,0x0 0x1 0x3e4,196,42,14
bvm_decmp/m/108/after.bvmc,0x54,0x7ec,十文字,,0x0,0x0 0x3 0x3d2 0x3e1 0x3e9,196,42,14
bvm_decmp/m/108/after.bvmc,0x58,0x82e,"世界最高の
剣操作機構を持つ人形。",A mech with the best sword fighting skills in the world.,0x0,0x0 0x1 0x3ec,196,42,14
bvm_decmp/m/108/after.bvmc,0x59,0x851,オーギュスト＿自慢,,0x0,0x0 0x3 0x3f2 0x53c 0x694,196,42,14
bvm_decmp/m/108/after.bvmc,0x25,0x319,オーギュスト,,0x0,0x0 0x18 0x1b9 0x3a1 0x3f8 0x407 0x4d1 0x542 0x54a 0x552 0x595 0x5f2 0x68b 0x69a 0x71d 0x749 0x751 0x787 0x78f 0x7e7 0x82f 0x837 0x862 0x86a 0x872 0x8cf,196,42,14
bvm_decmp/m/108/after.bvmc,0x5a,0x864,ふむ。,Hmm.,0x0,0x0 0x2 0x3fb 0x545,196,42,14
bvm_decmp/m/108/after.bvmc,0x5b,0x86b,オーギュスト＿冷静な顔,,0x0,0x0 0x1 0x401,196,42,14
bvm_decmp/m/108/after.bvmc,0x25,0x319,オーギュスト,,0x0,0x0 0x18 0x1b9 0x3a1 0x3f8 0x407 0x4d1 0x542 0x54a 0x552 0x595 0x5f2 0x68b 0x69a 0x71d 0x749 0x751 0x787 0x78f 0x7e7 0x82f 0x837 0x862 0x86a 0x872 0x8cf,196,42,14
bvm_decmp/m/108/after.bvmc,0x5c,0x882,"ならば、
十文字殿の技術をベースに、
我々全員が力を合わせよう。","In that case, let's base our forces around Mr Cross' technology and unite.",0x0,0x0 0x1 0x40a,196,42,14
bvm_decmp/m/108/after.bvmc,0x43,0x5e9,コフー＿冷静な顔,,0x0,0x0 0x3 0x31f 0x410 0x87b,196,42,14
bvm_decmp/m/108/after.bvmc,0xf,0xc7,コフー,,0x0,0x10 0x10a 0x110 0x18d 0x229 0x27c 0x304 0x317 0x325 0x416 0x41d 0x881 0x888 0x88f 0x896 0x89d 0x8a4 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x5d,0x8c3,異議はない。,No objections here.,0x0,0x0 0x1 0x418,196,42,14
bvm_decmp/m/108/after.bvmc,0xf,0xc7,コフー,,0x0,0x10 0x10a 0x110 0x18d 0x229 0x27c 0x304 0x317 0x325 0x416 0x41d 0x881 0x888 0x88f 0x896 0x89d 0x8a4 0x0,196,42,14
bvm_decmp/m/108/after.bvmc,0x5e,0x8d0,"最強の剣、
我らで作り上げてみせよう。",We'll create the strongest sword together.,0x0,0x0 0x1 0x41f,196,42,14
bvm_decmp/m/108/after.bvmc,0x5f,0x8f7,バルフォー＿冷静な顔,,0x0,0x0 0x2 0x433 0x618,196,42,14
bvm_decmp/m/108/after.bvmc,0x13,0x157,バルフォー,,0x0,0x0 0xa 0x11d 0x2de 0x439 0x448 0x450 0x4ef 0x4f7 0x61e 0x73a 0x7d8,196,42,14
bvm_decmp/m/108/after.bvmc,0x60,0x90c,"最強の武具操り……
いい考えだと思います。","The strongest weapon wielding skills...
I think it's a good idea.",0x0,0x0 0x1 0x43c,196,42,14
bvm_decmp/m/108/after.bvmc,0x61,0x937,バルフォー＿思案中,,0x0,0x0 0x1 0x442,196,42,14
bvm_decmp/m/108/after.bvmc,0x13,0x157,バルフォー,,0x0,0x0 0xa 0x11d 0x2de 0x439 0x448 0x450 0x4ef 0x4f7 0x61e 0x73a 0x7d8,196,42,14
bvm_decmp/m/108/after.bvmc,0x62,0x94a,後は……ボディー。,Next is... the body.,0x0,0x0 0x1 0x44b,196,42,14
bvm_decmp/m/108/after.bvmc,0x13,0x157,バルフォー,,0x0,0x0 0xa 0x11d 0x2de 0x439 0x448 0x450 0x4ef 0x4f7 0x61e 0x73a 0x7d8,196,42,14
bvm_decmp/m/108/after.bvmc,0x63,0x95d,"最強の剣を持つことになる、
人形の身体はどうします？","To possess the strongest sword, what should the body be like?",0x0,0x0 0x1 0x453,196,42,14
bvm_decmp/m/108/after.bvmc,0x18,0x1e4,ドラン＿思案中,,0x0,0x0 0x3 0x13e 0x249 0x459,196,42,14
bvm_decmp/m/108/after.bvmc,0xc,0x90,ドラン,,0x0,0x8 0xfe 0x144 0x24f 0x26e 0x384 0x45f 0x601 0x845 0x0,196,42,14
